chain_id,start_window,end_window,n_windows,dominant_type,dominant_stage,total_events,mean_severity,max_severity,src_community,dst_community,involved_campaign_segments,persistence_score,representative_src_ip,representative_dst_ip,narrative
CHAIN_00404,96,96,1,password,initial_access_or_exploitation,20,0.73,0.73,1,4,1,0.1890843014214424,192.168.1.31,192.168.1.195,"CHAIN_00404 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 96 to 96 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00543,120,120,1,scanning,reconnaissance,20,0.73,0.73,1,2,1,0.1890843014214424,192.168.1.31,192.168.1.49,"CHAIN_00543 represents a reconnaissance campaign dominated by scanning activity, spanning windows 120 to 120 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.49. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00614,126,126,1,scanning,reconnaissance,20,0.73,0.73,2,2,1,0.1890843014214424,192.168.1.30,192.168.1.49,"CHAIN_00614 represents a reconnaissance campaign dominated by scanning activity, spanning windows 126 to 126 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.49. It contains 20 aggregated suspicious events and has mean severity 0.7300."
CHAIN_00507,116,116,1,scanning,reconnaissance,32,0.7240000000000001,0.7240000000000001,3,2,1,0.1889942124178485,192.168.1.32,192.168.1.49,"CHAIN_00507 represents a reconnaissance campaign dominated by scanning activity, spanning windows 116 to 116 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 32 aggregated suspicious events and has mean severity 0.7240."
CHAIN_00178,61,61,1,injection,initial_access_or_exploitation,32,0.724,0.724,1,3,1,0.18899421241784845,192.168.1.31,176.28.50.165,"CHAIN_00178 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 61 to 61 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 176.28.50.165. It contains 32 aggregated suspicious events and has mean severity 0.7240."
CHAIN_00597,124,124,1,scanning,reconnaissance,32,0.724,0.724,3,2,1,0.18899421241784845,192.168.1.32,192.168.1.49,"CHAIN_00597 represents a reconnaissance campaign dominated by scanning activity, spanning windows 124 to 124 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 32 aggregated suspicious events and has mean severity 0.7240."
CHAIN_00157,56,56,1,dos,disruption_or_impact,31,0.7232500000000001,0.7232500000000001,2,5,1,0.18871762892572375,192.168.1.30,192.168.1.193,"CHAIN_00157 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 56 to 56 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 31 aggregated suspicious events and has mean severity 0.7233."
CHAIN_00161,57,57,1,dos,disruption_or_impact,31,0.7232500000000001,0.7232500000000001,2,5,1,0.18871762892572375,192.168.1.30,192.168.1.193,"CHAIN_00161 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 57 to 57 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 31 aggregated suspicious events and has mean severity 0.7233."
CHAIN_00637,128,128,1,scanning,reconnaissance,31,0.72325,0.72325,3,2,1,0.18871762892572372,192.168.1.32,192.168.1.49,"CHAIN_00637 represents a reconnaissance campaign dominated by scanning activity, spanning windows 128 to 128 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 31 aggregated suspicious events and has mean severity 0.7232."
CHAIN_00655,130,130,1,scanning,reconnaissance,31,0.72325,0.72325,3,1,1,0.18871762892572372,192.168.1.32,192.168.1.133,"CHAIN_00655 represents a reconnaissance campaign dominated by scanning activity, spanning windows 130 to 130 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.32 to 192.168.1.133. It contains 31 aggregated suspicious events and has mean severity 0.7232."
CHAIN_00273,79,79,1,xss,initial_access_or_exploitation,55,0.7117857142857142,0.7117857142857142,3,3,1,0.18865920416528914,192.168.1.32,192.168.1.190,"CHAIN_00273 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 79 to 79 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 192.168.1.190. It contains 55 aggregated suspicious events and has mean severity 0.7118."
CHAIN_00020,31,31,1,ddos,disruption_or_impact,19,0.7284999999999999,0.7284999999999999,2,4,1,0.18863726338386308,192.168.1.30,192.168.1.195,"CHAIN_00020 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 31 to 31 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00234,74,74,1,injection,initial_access_or_exploitation,19,0.7284999999999999,0.7284999999999999,1,1,1,0.18863726338386308,192.168.1.31,18.184.104.180,"CHAIN_00234 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 74 to 74 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 18.184.104.180. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00345,88,88,1,password,initial_access_or_exploitation,19,0.7284999999999999,0.7284999999999999,2,4,1,0.18863726338386308,192.168.1.30,192.168.1.195,"CHAIN_00345 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 88 to 88 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00354,89,89,1,password,initial_access_or_exploitation,19,0.7284999999999999,0.7284999999999999,2,4,1,0.18863726338386308,192.168.1.30,192.168.1.195,"CHAIN_00354 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 89 to 89 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00358,90,90,1,password,initial_access_or_exploitation,19,0.7284999999999999,0.7284999999999999,1,4,1,0.18863726338386308,192.168.1.31,192.168.1.195,"CHAIN_00358 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 90 to 90 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00362,90,90,1,password,initial_access_or_exploitation,19,0.7284999999999999,0.7284999999999999,2,4,1,0.18863726338386308,192.168.1.30,192.168.1.195,"CHAIN_00362 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 90 to 90 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00380,93,93,1,password,initial_access_or_exploitation,19,0.7284999999999999,0.7284999999999999,1,4,1,0.18863726338386308,192.168.1.31,192.168.1.195,"CHAIN_00380 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 93 to 93 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00397,95,95,1,password,initial_access_or_exploitation,19,0.7284999999999999,0.7284999999999999,1,4,1,0.18863726338386308,192.168.1.31,192.168.1.195,"CHAIN_00397 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 95 to 95 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00420,98,98,1,password,initial_access_or_exploitation,19,0.7284999999999999,0.7284999999999999,1,4,1,0.18863726338386308,192.168.1.31,192.168.1.195,"CHAIN_00420 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 98 to 98 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00549,120,120,1,scanning,reconnaissance,19,0.7284999999999999,0.7284999999999999,2,4,1,0.18863726338386308,192.168.1.30,192.168.1.195,"CHAIN_00549 represents a reconnaissance campaign dominated by scanning activity, spanning windows 120 to 120 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 19 aggregated suspicious events and has mean severity 0.7285."
CHAIN_00631,128,128,1,scanning,reconnaissance,19,0.7284999999999999,0.7284999999999999,1,2,1,0.18863726338386308,192.168.1.31,192.168.1.49,"CHAIN_00631 represents a reconnaissance campaign dominated by scanning activity, spanning windows 128 to 128 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.49. It contains 19 aggregated suspicious events and has mean severity 0.7285."
